Date,Open,High,Low,Close,Adj Close,Volume
2015-12-01,6.090000,6.300000,5.800000,6.100000,6.100000,2243
2016-01-01,6.100000,6.670000,5.790000,6.450000,6.450000,4300
2016-02-01,6.510000,9.240000,6.480000,9.240000,9.240000,11739
2016-03-01,9.629000,10.370000,9.120000,9.800000,9.800000,23360
2016-04-01,9.710000,12.230000,9.400000,12.230000,12.230000,4796
2016-05-01,12.340000,12.630000,10.350000,10.640000,10.640000,7958
2016-06-01,10.690000,13.500000,10.530000,13.140000,13.140000,4802
2016-07-01,13.400000,15.605000,13.400000,14.770000,14.770000,16486
2016-08-01,14.570000,15.250000,12.140000,12.140000,12.140000,6495
2016-09-01,12.060000,13.910000,11.950000,12.970000,12.970000,1196
2016-10-01,12.670000,12.700000,11.080000,11.920000,11.920000,7850
2016-11-01,12.060000,12.580000,10.180000,10.340000,10.340000,4450
2016-12-01,10.320000,10.620000,8.990000,10.330000,10.330000,2856
2017-01-01,9.890000,11.200000,9.890000,10.860000,10.860000,4145
2017-02-01,10.840000,12.120000,10.780000,10.930000,10.930000,3008
2017-03-01,10.730000,11.110000,9.630000,10.910000,10.910000,910
2017-04-01,10.840000,11.900000,9.900000,10.200000,10.200000,5517
2017-05-01,9.870000,10.500000,9.400000,9.630000,9.630000,0
2017-06-01,9.710000,10.420000,9.470000,9.600000,9.600000,100
2017-07-01,9.520000,9.751000,9.180000,9.600000,9.600000,421
2017-08-01,9.500000,10.350000,9.310000,10.310000,10.310000,365
2017-09-01,10.400000,10.860000,9.800000,9.960000,9.960000,4300
2017-10-01,9.990000,10.430000,9.500000,9.780000,9.780000,913
2017-11-01,9.630000,9.900000,9.330000,9.380000,9.380000,3336
2017-12-01,9.400000,10.030000,8.870000,9.950000,9.950000,9240
2018-01-01,9.950000,10.190000,9.320000,9.360000,9.360000,51
2018-02-01,9.360000,9.390000,8.530000,8.700000,8.700000,3060
2018-03-01,8.580000,8.940000,8.490000,8.730000,8.730000,0
2018-04-01,8.730000,9.080000,8.540000,8.840000,8.840000,0
2018-05-01,8.840000,9.210000,8.840000,9.080000,9.080000,0
2018-06-01,9.090000,9.330000,8.910000,9.230000,9.230000,0
2018-07-01,9.160000,9.530000,8.980000,9.170000,9.170000,1700
2018-08-01,9.130000,9.140000,7.770000,7.990000,7.990000,4235
2018-09-01,7.880000,8.100000,7.450000,7.980000,7.980000,0
2018-10-01,7.930000,8.950000,7.860000,8.130000,8.130000,3003
2018-11-01,8.150000,8.590000,7.910000,8.260000,8.260000,0
2018-12-01,8.120000,9.403000,8.120000,9.240000,9.240000,20
2019-01-01,9.240000,10.130000,8.980000,10.080000,10.080000,5050
2019-02-01,10.070000,10.940000,9.830000,10.180000,10.180000,50
2019-03-01,10.150000,10.462000,9.670000,10.006000,10.006000,450
2019-04-01,9.945000,10.164000,9.158000,9.335000,9.335000,0
2019-05-01,9.335000,9.803000,9.013000,9.400000,9.400000,530
2019-06-01,9.941000,11.950000,9.941000,11.558000,11.558000,2650
2019-07-01,11.294000,13.266000,11.248000,12.776000,12.776000,3020
2019-08-01,12.510000,14.582000,12.378000,14.054000,14.054000,2707
2019-09-01,14.296000,14.538000,12.346000,12.678000,12.678000,2922
2019-10-01,12.728000,13.500000,12.066000,13.004000,13.004000,1395
2019-11-01,13.034000,13.202000,11.844000,12.404000,12.404000,3458
2019-12-01,12.352000,13.192000,12.044000,13.042000,13.042000,580
2020-01-01,13.042000,13.872000,12.872000,13.558000,13.558000,378
2020-02-01,13.370000,14.602000,13.068000,13.400000,13.400000,5532
2020-03-01,12.474000,13.424000,8.100000,10.570000,10.570000,440
2020-04-01,10.572000,15.566000,10.472000,15.228000,15.228000,11860
2020-05-01,15.228000,17.454000,14.930000,15.588000,15.588000,4770
2020-06-01,15.588000,16.184000,14.146000,15.782000,15.782000,1085
2020-07-01,18.136000,19.782000,17.254000,18.924000,18.924000,3293
2020-08-01,19.270000,20.250000,17.596001,18.524000,18.524000,13464
2020-09-01,18.903999,19.532000,17.497999,17.615999,17.615999,1225
2020-10-01,17.780001,18.372000,16.459999,16.568001,16.568001,0
2020-11-01,18.362000,18.362000,14.574000,14.800000,14.800000,1860
2020-12-01,14.994000,15.520000,14.908000,15.390000,15.390000,200
