Date,Open,High,Low,Close,Adj Close,Volume
2015-12-01,6.740000,6.740000,6.400000,6.400000,6.227308,13200
2016-01-01,6.400000,7.165000,5.813000,7.125000,6.932745,202301
2016-02-01,7.260000,10.110000,7.260000,10.050000,9.844924,123742
2016-03-01,10.340000,11.525000,9.750000,11.240000,11.010641,380104
2016-04-01,10.700000,13.870000,10.490000,13.350000,13.077586,445292
2016-05-01,13.560000,13.800000,11.470000,11.730000,11.490643,300207
2016-06-01,11.800000,14.350000,11.800000,14.260000,13.969016,278083
2016-07-01,14.600000,16.799999,14.600000,15.990000,15.663715,149837
2016-08-01,15.990000,17.094999,13.450000,13.450000,13.180494,463322
2016-09-01,13.300000,15.200000,13.200000,14.310000,14.023265,15755
2016-10-01,14.000000,14.000000,12.220000,12.950000,12.690515,127962
2016-11-01,12.950000,14.700000,10.785000,11.000000,10.779589,601253
2016-12-01,11.080000,11.590000,9.660000,11.000000,10.779589,33232
2017-01-01,11.000000,12.200000,10.510000,11.610000,11.377364,195366
2017-02-01,11.630000,13.030000,11.540000,11.700000,11.465661,125551
2017-03-01,11.360000,11.920000,10.290000,11.500000,11.269668,113401
2017-04-01,11.780000,12.610000,10.850000,10.890000,10.671885,27693
2017-05-01,10.890000,11.680000,9.873000,10.865000,10.647387,169092
2017-06-01,10.610000,11.240000,10.410000,10.530000,10.319095,60295
2017-07-01,10.400000,10.860000,10.310000,10.860000,10.642486,33112
2017-08-01,10.860000,12.430000,10.790000,12.200000,12.026410,215023
2017-09-01,11.880000,12.330000,11.290000,11.560000,11.395518,290406
2017-10-01,11.560000,12.080000,11.180000,11.220000,11.060354,57643
2017-11-01,11.320000,11.560000,10.990000,11.445000,11.282153,63826
2017-12-01,11.060000,11.830000,10.400000,11.690000,11.523666,63846
2018-01-01,11.690000,11.990000,10.910000,10.990000,10.833627,27870
2018-02-01,10.860000,10.920000,9.950000,9.950000,9.808425,46355
2018-03-01,9.960000,10.460000,9.890000,10.240000,10.094298,6450
2018-04-01,10.240000,10.910000,10.220000,10.630000,10.478750,28172
2018-05-01,10.630000,11.020000,10.380000,10.380000,10.232306,41146
2018-06-01,10.450000,10.790000,10.450000,10.450000,10.301311,40100
2018-07-01,10.550000,11.000000,10.550000,10.780000,10.626616,7660
2018-08-01,10.780000,10.780000,9.000000,9.331000,9.250579,104103
2018-09-01,9.040000,9.240000,8.500000,9.060000,8.981915,42166
2018-10-01,9.060000,10.160000,9.060000,9.540000,9.457777,40501
2018-11-01,9.690000,9.760000,9.140000,9.340000,9.259501,22265
2018-12-01,9.336000,10.690000,9.336000,10.650000,10.558210,79225
2019-01-01,10.538000,11.492000,10.230000,11.342000,11.244246,71389
2019-02-01,11.578000,12.310000,11.250000,11.710000,11.647802,139800
2019-03-01,11.570000,11.830000,11.094000,11.094000,11.035074,120876
2019-04-01,11.094000,11.348000,10.560000,10.828000,10.770487,20791
2019-05-01,10.828000,11.000000,10.278000,10.962000,10.903775,46589
2019-06-01,11.008000,13.350000,11.008000,13.296900,13.226273,249806
2019-07-01,12.722000,14.662000,12.628000,14.662000,14.584123,296838
2019-08-01,14.454000,15.850000,14.300000,15.318000,15.270879,182677
2019-09-01,15.318000,15.882000,13.800000,14.340000,14.295888,111616
2019-10-01,13.850000,14.738000,13.522000,14.418000,14.373648,40877
2019-11-01,14.422000,14.682000,13.048000,13.490000,13.448502,118276
2019-12-01,13.740000,14.390000,13.306000,14.390000,14.345734,46006
2020-01-01,14.390000,14.982000,14.000000,14.596000,14.551100,126666
2020-02-01,14.282000,16.416000,12.680000,12.680000,12.640994,94338
2020-03-01,13.934000,14.406000,7.150000,11.500000,11.500000,128797
2020-04-01,11.500000,16.925800,11.500000,16.317600,16.317600,88023
2020-05-01,16.568001,18.547199,16.568001,17.425100,17.425100,0
2020-06-01,17.884800,18.757999,16.409401,18.757999,18.757999,1928
2020-07-01,19.059999,23.154800,18.799999,22.456200,22.456200,58294
2020-08-01,20.799999,23.504700,20.215000,22.315001,22.315001,6665
2020-09-01,21.909901,22.861700,19.639999,20.614100,20.614100,20252
2020-10-01,20.831200,21.655001,18.799999,19.438101,19.438101,39137
2020-11-01,19.986000,21.664101,17.090000,17.502001,17.502001,175978
2020-12-01,18.052000,19.062000,17.823999,18.030001,18.030001,53167
