Date,Open,High,Low,Close,Adj Close,Volume
2015-12-01,11.374600,11.446600,10.977300,11.315600,11.315600,0
2016-01-01,11.116900,11.353300,10.538900,11.353300,11.353300,0
2016-02-01,11.557600,11.557600,11.057700,11.485000,11.485000,0
2016-03-01,11.629900,12.098800,10.450000,10.570000,10.570000,0
2016-04-01,10.490000,10.850000,10.240000,10.460000,10.460000,200
2016-05-01,10.550000,12.100900,10.370000,10.800000,10.800000,0
2016-06-01,10.850000,11.100000,10.450000,11.100000,11.100000,372
2016-07-01,11.150000,11.390000,11.090000,11.230000,11.230000,1
2016-08-01,11.330000,11.360000,10.850000,10.930000,10.930000,0
2016-09-01,10.970000,11.080000,10.580000,10.850000,10.850000,90
2016-10-01,12.135300,12.135300,10.470000,10.598000,10.598000,58378
2016-11-01,10.560000,10.770000,9.830000,10.730000,10.730000,280
2016-12-01,10.610000,11.952500,10.470000,11.330000,11.330000,0
2017-01-01,11.415000,11.630000,11.120000,11.140000,11.140000,150
2017-02-01,11.160000,11.470000,10.990000,11.300000,11.300000,0
2017-03-01,11.400000,11.420000,11.130000,11.330000,11.330000,0
2017-04-01,11.320000,11.987500,10.940000,10.960000,10.960000,0
2017-05-01,10.890000,11.010000,10.670000,10.980000,10.980000,0
2017-06-01,11.010000,12.415700,10.480000,10.480000,10.480000,0
2017-07-01,10.520000,10.750000,10.290000,10.630000,10.630000,0
2017-08-01,10.650000,10.710000,10.170000,10.320000,10.320000,0
2017-09-01,10.310000,10.570000,9.930000,10.480000,10.480000,0
2017-10-01,10.530000,10.640000,10.200000,10.380000,10.380000,0
2017-11-01,10.370000,10.550000,9.920000,10.470000,10.470000,1900
2017-12-01,10.440000,10.820000,10.420000,10.630000,10.630000,790
2018-01-01,10.630000,10.670000,10.280000,10.360000,10.360000,0
2018-02-01,10.430000,10.430000,9.590000,9.960000,9.960000,1007
2018-03-01,9.840000,10.040000,9.390000,9.690000,9.690000,20
2018-04-01,9.690000,10.230000,9.540000,10.100000,10.100000,0
2018-05-01,10.100000,11.708600,9.800000,9.830000,9.830000,0
2018-06-01,9.780000,10.120000,9.770000,9.950000,9.950000,500
2018-07-01,9.870000,10.310000,9.860000,10.270000,10.270000,0
2018-08-01,10.280000,10.720000,10.200000,10.290000,10.290000,0
2018-09-01,10.290000,10.570000,10.100000,10.510000,10.510000,0
2018-10-01,10.520000,10.640000,10.040000,10.380000,10.380000,0
2018-11-01,10.210000,10.810000,10.130000,10.800000,10.800000,2
2018-12-01,10.790000,10.940000,9.660000,9.985000,9.985000,172491
2019-01-01,9.960000,10.820000,9.740000,10.800000,10.800000,0
2019-02-01,10.800000,11.088000,10.700000,10.996000,10.996000,407230
2019-03-01,11.010000,11.422000,10.950000,11.308000,11.308000,0
2019-04-01,11.296000,12.228000,11.296000,11.966000,11.966000,86
2019-05-01,11.966000,11.990000,11.420000,11.456000,11.456000,258
2019-06-01,11.314000,11.908000,11.122000,11.638000,11.638000,340
2019-07-01,11.796000,12.518000,11.778000,12.332000,12.332000,1471
2019-08-01,12.292000,12.450000,11.606000,12.176000,12.176000,21
2019-09-01,12.114000,12.664000,12.114000,12.318000,12.318000,40
2019-10-01,12.272000,12.490000,11.930000,12.358000,12.358000,0
2019-11-01,12.314000,12.976000,12.314000,12.904000,12.904000,2000
2019-12-01,12.842000,13.186000,12.588000,13.040000,13.040000,200
2020-01-01,13.040000,13.706000,12.918000,13.034000,13.034000,461
2020-02-01,12.984000,14.148000,11.974000,12.070000,12.070000,928
2020-03-01,12.518000,12.638000,9.942000,10.768000,10.768000,460
2020-04-01,10.640000,12.550000,10.460000,12.264000,12.264000,375
2020-05-01,12.264000,12.982000,11.982000,12.600000,12.600000,515
2020-06-01,12.600000,13.062000,12.234000,12.668000,12.668000,1635
2020-07-01,13.082000,13.478000,12.634000,12.756000,12.756000,3489
2020-08-01,12.844000,13.774000,12.816000,13.726000,13.726000,1002
2020-09-01,13.516000,14.168000,12.970000,13.220000,13.220000,2120
2020-10-01,13.192000,13.638000,13.118000,13.448000,13.448000,22
2020-11-01,14.066000,14.524000,13.934000,14.514000,14.514000,2
2020-12-01,14.490000,14.526000,14.466000,14.492000,14.492000,500
